English,Japanese
Tom put ketchup on his french fries,トムはフライドポテトにケチャップをかけた。
Tom put the ice cream in the fridge,トムは冷蔵庫にアイスをしまった。
Tom quietly closed the bedroom door,トムは寝室のドアを静かに閉めた。
Tom quietly sneaked out of the room,トムはそっと部屋を抜け出した。
Tom ran out of his house in a hurry,トムは慌てて家を飛び出した。
Tom really hates this kind of thing,トムはこういうことが大嫌いなんだからね。
Tom really likes Chinese food a lot,トムって本当に中華料理が大好きなんだよ。
Tom really likes riding motorcycles,トムはバイクに乗るのが大好きなんだ。
Tom refused to follow Mary advice,トムはメアリーの助言に従うことを拒否した。
Tom refused to follow Mary advice,トムはメアリーのアドバイスに従うことを拒んだ。
Tom said he regretted lying to Mary,トムは、メアリーに嘘をついたことを後悔していると言った。
Tom said he thought that I was dead,私は死んだものと思ったって、トム言ってた。
Tom said he be willing to do this,トムはこれをやってもいいと言っていた。
Tom said he been to Boston before,前にボストンに行ったことがあるって、トムが言ってたよ。
Tom said that Mary seldom does that,メアリーは滅多にやらないって、トムが言ってた。
Tom said that Mary was really drunk,メアリーはすごく酔ってるって、トムが言ってたよ。
Tom said that he saw Mary yesterday,昨日メアリーを見かけたってトムが言ってたよ。
Tom said that he thought I was dead,私は死んだものと思ったって、トム言ってた。
Tom said that he wanted to marry me,トムは、私と結婚したいんだって。
Tom said that he would stop smoking,トムは煙草をやめると言った。
Tom said that he do that tomorrow,トムが明日するって言ってたよ。
Tom said that he do that tomorrow,トムが明日するって言ってたよ。
Tom said that he get home by 230,２時半までには家に帰るって、トムが言ってたよ。
Tom said that he help us tomorrow,トムは明日手伝ってくれるって言ったよ。
Tom said that no one was in a hurry,誰も急いでないって、トムは言ってたよ。
Tom said that nobody was in a hurry,誰も急いでないって、トムは言ってたよ。
Tom saw John and Mary holding hands,トムはジョンとメアリーが手をつないでいるのを目撃した。
Tom saw Mary kissing John yesterday,昨日、メアリーがジョンにキスしているところをトムが見たんだ。
Tom seemed glad that Mary was there,メアリーがそこにいたことを、トムは喜んでいるようだった。
Tom should be here tomorrow at 230,トムは明日の午前2時半にここに来るはずだ。
Tom should be here tomorrow at 230,トムは明日の2時半にここに来るはずだ。
Tom should be here tomorrow by 230,トムは明日の2時半までにはここに来るはずだ。
Tom showed Mary the scar on his leg,トムは足の傷跡をメアリーに見せた。
Tom showed off his new mobile phone,トムは新しい携帯を見せびらかした。
Tom slipped the money in his pocket,トムはポケットにそっとお金を入れた。
Tom still hasn found his passport,トムはまだ自分のパスポートを見つけられないでいる。
Tom still hasn washed his clothes,トムはまだ自分の服を洗っていない。
Tom still remembers his grandfather,トムは今でも祖父のことを覚えている。
Tom stirred the soup with his spoon,トムはスプーンでスープをかき混ぜた。
Tom stood in the middle of the room,トムは部屋の中央に立っていた。
Tom stood up and went to the window,トムは立ち上がり、窓のところへ行った。
Tom talked as if he knew everything,トムって、何でも知ってるかのような口振りだったよ。
Tom talks as if he knows everything,トムって、何でも知ってるかのような口振りだな。
Tom thinks Mary will be heartbroken,メアリーは悲しみに打ちひしがれるとトムは思っている。
Tom thought that no one was looking,トムは誰も見ていないと思った。
Tom told Mary to go to the hospital,トムはメアリーに病院に行くように言った。
Tom told me I shouldn talk to you,おまえと喋っちゃいけないって、トムに言われた。
Tom told me I walked like a penguin,トムに歩き方がペンギンみたいって言われた。
Tom told me he didn like swimming,トムは泳ぐのが好きでなかったと僕に言った。
Tom told me that he was really busy,本当に忙しいんだ、とトムは私に言った。
Tom told me that he was really busy,トムは本当に忙しいって言ってたよ。
Tom tossed a coin into the fountain,トムはコインを泉に投げ入れた。
Tom translated the text into French,そのテキスト、トムがフランス語に翻訳したの。
Tom translated the text into French,その文章、トムがフランス語に訳したんだ。
Tom tried to teach Mary how to swim,トムは、メアリーに泳ぎ方を教えようとした。
Tom tucked his shirt into his pants,トムはシャツをズボンの中に入れた。
Tom waited for Mary for a long time,トムはメアリーを長い間待っていた。
Tom wanted to become a veterinarian,トムは獣医になりたかったのよ。
Tom wanted to make sure Mary was OK,トムはメアリーがOKであると確かめたかった。
Tom wants to buy a present for Mary,トムはメアリーにプレゼントを買ってあげたいと思っている。
Tom was attacked by a swarm of bees,トムがハチの群れに襲われたんだ。
Tom was attacked by a swarm of bees,トムはミツバチの大群に襲われました。
Tom was born three months before me,トムは私より３ヶ月早く生まれました。
Tom was entranced by Mary singing,トムはメアリーの歌声に聴き惚れていた。
Tom was playing a game on his phone,トムは自分の携帯でゲームをしてたよ。
Tom was playing a game on his phone,トムは携帯のゲームで遊んでたよ。
Tom was relieved to see Mary was OK,メアリーが無事だとわかってトムはホッとした。
Tom was supposed to meet me at 230,トムは2時30分に私と会うはずだった。
Tom was thinking about his children,トムは子供のことを考えていた。
Tom was thinking about his children,トムは自分の子供のことを考えてたんだ。
Tom was wearing a camouflage jacket,トムは迷彩柄のジャケットを着ていた。
Tom was well liked by his teammates,トムはチームメイトに好かれていた。
Tom wasn sleeping when I got home,私が家に帰ったとき、トムは寝てなかったよ。
Tom wasn surprised Mary was there,トムはメアリーがそこにいることに驚かなかった。
Tom went to Boston to meet a friend,トムは友人に会うためにボストンに向かった。
Tom went to the cafeteria for lunch,トムなら昼めし食いに食堂に行ったよ。
Tom will come to Boston next Monday,トムは来週の月曜日にボストンに来る。
Tom will go to Australia in October,トムは10月にオーストラリアに行くんだ。
Tom will have that fixed in no time,トムはすぐにそれを直してしまうだろう。
Tom will have that fixed right away,トムがすぐに修正します。
Tom will help you if you ask him to,頼めばトムが助けてくれますよ。
Tom works for an Australian company,トムはオーストラリア系企業で働いている。
Tom wouldn do something like that,トムはそんなことはしないだろう。
Tom wouldn lend his bicycle to me,トムは私に自転車を貸してくれない。
Tom wrote the report all by himself,トムはそのレポートを全て自分で書いた。
Tom French is already pretty good,トムのフランス語は、もうかなり上手いよ。
Tom birthday is October twentieth,トムのお誕生日は１０月２０日ですよ。
Tom dad is a university professor,トムのお父さんって大学の教授なんだよ。
Tom death was confirmed yesterday,トムの死亡が昨日、確認されました。
Tom eyes were glued to the screen,トムはスクリーンに釘付けだった。
Tom house was struck by lightning,トムの家に雷が落ちた。
Tom mother is a wonderful pianist,トムの母親は素晴らしいピアニストだ。
Tom neck looks like a giraffes,トムの首って、キリンみたいね。
Tom proposal is worth considering,トムの提案は一考に値する。
Tom translations aren very good,トムの訳は、あまり良くないよね。
Tom do you think I a good person,トム、私っていい人だと思う？
Tom my roommate is a very nice guy,トム、僕のルームメイトって、すごいいい奴なんだよ。
Tom my roommate is a very nice guy,ルームメイトのトムって、すごいいい奴なんだ。
Tom what wrong You very pale,トム、どうしたの？真っ青な顔してるじゃないの。
Tom what wrong Your face is red,トム、どうしたの？顔が赤いよ。
Translate this sentence into French,この文をフランス語に翻訳するべし。
Translate this sentence into French,この文をフランス語に訳しなさい。
Turn left and you find the cafe,左に曲がると、カフェがあるわ。
Turn off the light when you done,済んだら、電気消すのよ。
Turn off your phone and put it away,携帯の電源を切って、しまいなさい。
Turn right at the next intersection,次の交差点を右に曲がりなさい。
Turn right at the next intersection,次の交差点を右に曲がって。
Turn right at the next intersection,次の交差点を右に曲がってください。
Turn the light off when you done,済んだら、電気消すのよ。
Turn your phone off and put it away,携帯の電源を切って、しまいなさい。
Twenty teams entered the tournament,２０チームがトーナメントに出場した。
Two detectives followed the suspect,二人の刑事が容疑者をつけた。
Two families live in the same house,２つの家族が同じ家に住んでいる。
Two glasses of orange juice please,オレンジジュースを２杯ください。
Two men were fighting on the street,二人の男が通りでけんかをしていた。
Unfortunately it not that simple,残念ながら、そんな簡単なことじゃないんだな。
Unfortunately the store was closed,あいにく店は閉まっていた。
Very few people know how to do that,そのやり方を知っているものはきわめて少ない。
Was that before or after I was born,それって、私が生まれる前？後？
Was the new version easy to install,新しいバージョンはインストールするの簡単だった？
Was there anything else in the room,部屋には何か他にあった？
Was there something else you wanted,他に何か欲しいものがあったの？
Was your high school a large school,高校って、マンモス校だった？
Was your high school a large school,通ってた高校って、大きかった？
Wasabi really brings out the flavor,わさびが旨味を引き出します。
Watch out There a big hole there,気をつけて。そこに大きな穴があるよ。
Watch out There a big hole there,危ない！そこに大きな穴が。
Watch out There a big hole there,気を付けて！そこに大きな穴があるわよ。
Watching wild birds is a lot of fun,野鳥を観察するのはとても面白い。
Water becomes solid when it freezes,水は凍ると固体になる。
Water is to fish what air is to man,水と魚の関係は、空気と人間の関係に等しい。
We actually didn see the accident,我々がその事故を目撃しなかったのは事実だ。
We are going to climb that mountain,私たちはあの山に登るつもりです。
We ate sandwiches cakes and so on,私たちはサンドイッチやケーキなどを食べた。
We can see Mt Fuji in the distance,遠くに富士山が見える。
We can see the ocean from our house,自宅から海が見えるのよ。
We can see the whole city from here,ここから町全体を見ることが出来る。
We can sleep because of the noise,うるさくて眠れないんです。
We checked in at the hotel at three,ホテルには３時にチェックインした。
We cleared a path through the woods,我々は森を切り開いて道を作った。
We consulted them about the problem,私たちはその問題を彼らと協議した。
We covered three states in two days,２日で３つの州を走破した。
We didn actually see the accident,我々はその事故を実際に目撃したわけではない。
We didn expect so many complaints,そんなに文句を言われるとは思っていなかった。
We didn expect so much resistance,そんなに抵抗を受けるとは思っていなかった。
We discussed a wide range of topics,私たちは、さまざまなテーマについて話し合った。
We discussed the new plan yesterday,昨日は新しい計画について話し合った。
We don have anything else to lose,他に失うものなんて何もないよ。
We found it hard to change the plan,計画を変更するのは難しいと分かった。
We found out that he was her father,彼は彼女の父親であることがわかりました。
We found the beds quite comfortable,横になってみると、そのベッドはとても寝心地がよかった。
We got off the bus at the last stop,終点でバスを降りました。
We had a fire drill at school today,今日、学校で避難訓練をしました。
We had a lot of thunder that summer,あの夏は雷が多かった。
We had our photo taken on the beach,僕達は浜辺で写真を撮って貰った。
We had to cooperate with each other,私たちは互いに協力する必要があった。
We had to wait for over three hours,３時間以上待たないといけなかったんだ。
We happened to be on the same train,私達は偶然同じ列車に乗りあわせた。
We happened to be on the same train,私たちは偶然同じ電車に乗り合わせた。
We have a break from 1040 to 1100,１０時４０分から１１時まで休み時間です。
We have a lot of snow in the winter,冬には雪が多いんですよ。
We have a parking lot for customers,お客様用の駐車場があります。
We have a parking lot for customers,お客様専用駐車場がございます。
We have a thirtyminute lunch break,昼休みは30分あります。
We have enough money to buy this CD,このCDを買うに足りるお金を私たちは持っています。
We have five English lessons a week,私達は１週間に５回英語の授業がある。
We have five English lessons a week,英語の授業は週に５回ある。
We have four classes in the morning,午前中に四つ授業があります。
We have had little rain this summer,今年の夏はほとんど雨が降らなかった。
We have to buy fruit and vegetables,果物と野菜を買わなきゃ。
We have to solve that problem first,まずその問題を解決しなくてはならない。
We hired somebody who speaks French,僕らはフランス語を喋れる人を雇った。
We know that she was born in Canada,私たちは彼女がカナダ生まれなのを知っている。
We look forward to seeing you again,また、お会いできるのを楽しみにしています。
We look forward to seeing you again,またお会いできることを楽しみにしております。
We lost sight of the UFO right away,ＵＦＯはすぐに見えなくなってしまった。
We made a promise to meet at school,我々は学校で会う約束をした。
We managed to swim across the river,私達はやっとのことでその川を泳いで渡ることができた。
We might never see each other again,二度と会えないかもしれない。
We moved into a new house last week,先週、新居に越してきたんです。
We must devise some means of escape,逃げる方法を考えなくては。
We must take good care of ourselves,私たちは自分の健康には十分注意しなければなりません。
We need more information about this,これについては、もっと情報が必要ですね。
We need to buy fruit and vegetables,果物と野菜を買わなきゃ。
We plan to play tennis this weekend,私たちは今週末にテニスをする予定だ。
We practiced very hard to beat them,彼らをやっつけるために、僕らは一生懸命に練習した。
We saw the ground covered with snow,地面が雪で覆われているのが見えました。
We saw the ground covered with snow,雪に覆われた地面が見えた。
We seem to have escaped from danger,危機をどうやら脱したようだ。
We should abolish the death penalty,我々は死刑を廃止すべきである。
We should leave that to the experts,それは専門家に任せたほうがいいよ。
We spent a quiet day in the country,私達は田舎で静かな一日を過ごしました。
We spent the night in a cheap hotel,私たちは安いホテルで一晩を過ごした。
We talked about a variety of topics,話題は多様多種だった。
We talked till after eleven o,私たちは１１時過ぎまで話した。
We used to go skating every weekend,私たちは毎週末にきまってスケートに行ったものです。
We used to go skating every weekend,私たちは毎週末になるとよくスケートに行っていました。
We usually play tennis after school,私たちはたいてい学校が終わってからテニスをします。
We want to go to Boston and Chicago,私たち、ボストンとシカゴに行きたいの。
We want to learn some Spanish songs,私たちはスペインの歌を習いたいと思っている。
We want to learn some Spanish songs,私たちはスペイン語の歌を習いたいです。
We went out for a walk after dinner,私たちは夕食後散歩に行った。
We went out for a walk after dinner,私たちは夕食の後、散歩に出かけました。
We went out for a walk after dinner,僕らは晩御飯の後散歩に出た。
We went to see turtles on the beach,私たちは浜辺にカメを見に行きました。
We were certain of winning the game,私達は、試合には勝つと確信していた。
We were crowded into the small room,われわれは狭い部屋に詰め込まれた。
We were obliged to abandon our plan,われわれは計画をあきらめなければならなかった。
We were obliged to give up our plan,われわれは計画をあきらめなければならなかった。
We were on the same train by chance,私たちは偶然同じ電車に乗り合わせた。
We won have much snow this winter,今年の冬は雪が少ないだろう。
We yelled for help but no one came,助けを求めて叫んだが、誰も来てはくれなかった。
We be landing in fifteen minutes,当機は１５分後に着陸します。
We be starting college next year,来年私たちは大学生活が始まります。
We discuss the problem with them,その問題については協議するつもりです。
We looking forward to seeing you,またお会いできるのを楽しみにしております。
We not as young as we used to be,私たちは以前のようには若くないんだ。
We seeing record amounts of snow,記録的積雪を観測している。
We lived in this town since 1960,私たちは１９６０年以来この町に住んでいます。
We lived in this town since 1960,1960年から、この町に住んでます。
Welcome back Tom We missed you,お帰りなさい、トム。あなたがいなくて寂しかったのですよ。
Well at least let me set the table,じゃ、せめてテーブルの準備でもしましょう。
Were Tom and Mary talking in French,トムとメアリーはフランス語で話してたの？
Were there many people at the party,パーティーって、たくさん人がいた？
Were you busy last Monday afternoon,先週の月曜日の午後、忙しかった？
Whales are similar to fish in shape,鯨は魚と形が似ている。
What are the dimensions of the room,部屋の広さはどれくらいですか？
What are you going to do in college,大学で何をするつもりですか。
What are your plans for the weekend,週末はどんな予定？
What class do you have first period,１時限は何の授業ですか。
What did you buy for your boyfriend,彼氏に何を買ったの？
What did you come here so early for,何でこんなに早く来たの？
What did you give Tom for Christmas,トムにクリスマスプレゼントって、何あげた？
What did you give Tom for Christmas,クリスマスにトムには何をあげたの？
What do you figure she is doing now,彼女は今何をしていると思いますか。
What do you generally do on Mondays,普段、月曜日は何してるの？
What do you poison cockroaches with,ゴキブリにはどんな薬剤を使うの？
What do you say to calling it a day,今日はこれでおしまいにしてはどうでしょう。
What do you say we go watch a movie,映画を見に行くのはどう？
What do you think of his suggestion,彼の提案をどう思いますか。
What do you think of his suggestion,彼女の提案って、どう思う？
What do you think of his suggestion,彼の提案って、どう思う？
What do you usually do after dinner,いつも夕食の後何をします？
What do you usually do after dinner,普段、夕飯の後って何してるの？
What do you usually do after school,普段、放課後は何してるの？
What do you usually do after supper,普段、夕飯の後って何してるの？
What do you usually have for dinner,夕飯はいつも何食べてるの？
What do you want to do this weekend,週末にしたいことってある？
What else have you lied to me about,他にどんな嘘をついていたんだ？
What happens if I press this button,このボタンを押したらどうなるんですか？
What he said turned out to be a lie,彼の言っていることが嘘だとわかった。
What he said turned out to be false,彼が言ったことは正しくないとわかった。
What he said turned out to be false,彼が言ったことは正しくないという事がわかった。
What he said turned out to be false,彼の言ったことは虚偽であると判明した。
What in the world do you want to do,いったい何がしたいの？
What is this fish called in English,この魚は英語でなんといいますか。
What kind of dessert would you like,デザートは何になさいますか？
What kind of fruit do you like best,どんな種類の果物が一番好きですか。
What kind of music do you listen to,どんな曲を聴くの？
What kind of videogames do you play,君、どんなゲームやるの？
What makes you think Tom won come,どうしてトムは来ないと思うの？
What on earth are you talking about,いったい何の話だよ？
What on earth are you trying to say,一体、何が言いたいんだ？
What time do you get up on workdays,仕事の日は何時に起きるの？
What time do you get up on workdays,仕事がある日は何時に起きますか？
What time do you usually leave home,普段は何時に家を出るの？
What time does the dining room open,食堂は何時にあきますか。
What time does the next train leave,次の電車は何時に出ますか。
What time does the next train leave,次の電車は何時発ですか。
What time will Tom arrive in Boston,トムは何時にボストンに着くの？
What was the cause of the explosion,爆発の原因は何だったの？
What was the weather like yesterday,昨日の天気はどうだった？
What would you do if it was raining,雨だったら何する？
What would you do in this situation,こんな状況に立たされたら、あなたはどうしますか？
What Australia highest mountain,オーストラリアで最も高い山は何ですか？
What Tom social security number,トムの社会保障番号って何？
What the average temperature here,此処の平均温度はどれくらい？
What the difference between these,これらは何が違うでしょう？
What the sense of working so hard,そんなに働いて何になる。
What the speed limit on this road,この道路の制限速度は何キロですか。
What your favorite kind of cheese,お気に入りのチーズは何？
What your favorite kind of cheese,どの手のチーズが好き？
What your second foreign language,あなたの第二外国語は何語ですか？
Whatever happens just keep smiling,何があっても、笑顔だけは絶やさないように。
When I grow up I want to be a king,大きくなったら王様になりたい。
When I was a kid I loved lollipops,子供のころ、ペロペロキャンディが大好きだったよ。
When I was a kid I was very chubby,子どもの頃は、とてもぽっちゃりしてました。
When are you coming to Boston again,いつボストンにまた来るの？
When can you let me know the result,いつ頃連絡をもらえますか。
When did Tom come back to Australia,トムはいつオーストラリアに帰ってきたの？
When did you begin studying English,いつ英語を学び始めたんですか？
When did you begin studying English,英語の勉強を始めたのはいつなの？
When did you get the concert ticket,いつコンサートのチケットを買ったの？
When did you start wearing contacts,いつからコンタクトしてるの？
When is the best time to plant corn,トウモロコシを植えるのに最適な時期はいつですか？
When will you come back from Boston,いつボストンから帰ってくるの？
When will you get through with work,いつ仕事が終わる予定ですか。
When would it be convenient for you,いつご都合がよろしいですか。
Where can we buy the things we need,私たちの必要なものはどこで買えますか？
Where did you put the bottle opener,栓抜きってどこやった？
Where do you want to go this summer,今年の夏はどこへ行きたいですか。
Where is Professor Jackson office,ジャクソン教授の研究室はどこですか？
Where is Professor Jackson office,ジャクソン先生の研究室ってどこ？
Where is the Japan Airlines counter,日本航空のカウンターはどこですか。
Where is the money exchange counter,両替所はどこですか。
Where is the nearest lost and found,一番近い遺失物取扱所はどこですか。
Where is the nearest lost and found,一番近い落とし物カウンターはどこですか？
Where is the nearest police station,最寄りの警察署はどこですか。
Where is the nearest subway station,ここから一番近い地下鉄の駅はどこですか。
Where there a will there a way,意志あるところには道がある。
Where there a will there a way,成せば成る。
Where there a will there a way,意志ある所に道あり。
Where would you like me to put this,これはどこに置きましょうか。
Where would you like to go tomorrow,明日、どこ行きたい？
Where would you like to go tomorrow,明日、どこに行きたい？
Where the flea market going to be,フリマって、どこでやってるの？
Where the nearest telephone booth,一番近くの電話ボックスはどこですか。
Where the shirt that I bought you,私が買ってあげたシャツはどこ？
Wherever you go you be welcomed,どこに行っても、歓迎されるよ。
Which newspaper do you subscribe to,何新聞をとっていますか。
Which newspaper do you subscribe to,どこの新聞とってる？
Which part of our city did you like,私たちの町のどこが気に入りましたか。
While reading a book I fell asleep,本を読んでるうちに寝てしまった。
While reading a book I fell asleep,本を読んでいる間に眠ってしまった。
While reading a book I fell asleep,本を読みながら、私は眠ってしまった。
Who are you spending Christmas with,クリスマスは誰と過ごすの？
Who are you to talk to me like that,僕にそんな口の利き方をするなんて、君は何様のつもりだい。
Who are you What you doing here,あんた誰？ここで何してんの？
Who do you like better Tom or Mary,トムとメアリー、どっちの方が好き？
Who kissed Tom first Mary or Alice,誰が最初にトムにキスしたの？メアリー？それともアリス？
Who knows what will happen tomorrow,明日何が起こるかなんて、誰にも分からないだろ。
Who told you that I didn like Tom,私がトムのこと嫌いだなんて、誰が言ったの？
Who was with you when that happened,それがあった時、誰といたの？
Who will you vote for for president,会長選挙でだれに投票しますか。
Who will you vote for for president,大統領選挙で誰に投票しますか。
Who go there hasn been decided,誰がそこへいくかは決まっていません。
Who look after your dog tomorrow,明日は誰が犬の世話をするんですか。
Who that boy standing at the door,ドアのところに立っているあの男の子はだれですか。
Who the girl in a yellow raincoat,あの黄色いレインコートの女の子って誰なの？
Who your favorite Canadian author,お気に入りのカナダの作者は誰ですか？
Who your favorite Canadian singer,あなたが好きなカナダの歌手は誰ですか？
Who your favorite Hollywood actor,一番好きなハリウッドの俳優は誰？
Wholesale prices are basically flat,卸売物価は基本的に安定している。
Why are dandelions considered weeds,どうしてタンポポは雑草扱いされるの？
Why aren you wearing your glasses,どうして眼鏡をしてないの？
Why aren you wearing your glasses,どうしてメガネをかけてないの？
Why did you become a police officer,どうして警察官になったの？
Why did you say such a stupid thing,どうしてそんな馬鹿な事を言ったの？
Why did you say such a stupid thing,なんでそんなバカなこと言っちゃったの？
Why didn you bring your hat today,なんで今日帽子持ってこなかったの？
Why didn you mention this earlier,どうしてもっと早く言わなかったの？
Why didn you tell me Tom was here,なんでトムがここにいるって教えてくれなかったの？
Why do you think animals dread fire,動物はなぜ火を恐れると思いますか。
Why do you walk when you have a car,車があるのにどうして歩くの？
Why does Tom always wear sunglasses,なんでトムはいつもサングラスをかけているの？
Why does Tom like Australia so much,トムは何でそんなにオーストラリアが好きなの？
Why does it cost so much to do this,なんでこれをするとそんなに高いの？
Why don we give Tom a little time,トムにちょっと時間をあげたらどう？
Why don we put an ad in the paper,新聞に広告を出したらどうでしょう？
Why don we tell Tom what happened,何があったかトムに話そうよ。
Why don we visit Tom this weekend,今週末、トムの所に行ってみようよ。
Why don we visit Tom this weekend,今週末、トムの所に行ってみない？
Why don you call customer service,カスタマーセンターに電話したら？
Why don you take your temperature,熱計ってみたら？
Why is everyone speaking so quietly,どうしてみんな、ひそひそと話してるの？
Why is everyone speaking so quietly,なんでみんな、そんな小さな声で話してるんだ？
Why is everyone speaking so quietly,みんな、どうしてそんな小声で話してるの？
Why not try some of that white wine,あの白ワインを少し試してみたらどう？
Will two cloves of garlic be enough,ニンニクは、2片で足りる？
Will you give me a ride to my hotel,ホテルまで乗せて行ってくれませんか。
Will you give me something to drink,何か飲むものをくれませんか。
Will you glance through this report,この報告書にざっと目を通していただけませんか。
Will you have another glass of wine,もう一杯ワインを召し上がりませんか。
Will you lend your dictionary to me,辞書貸してくれない？
Will you look after my dog tomorrow,明日うちの犬の面倒をみてもらえないかな？
Will you notify me in three minutes,３分たったら教えてもらえますか。
Will you please put the baby to bed,赤ちゃんの寝かしつけお願いしていい？
Will you please turn down the radio,ラジオの音を小さくしてくれませんか。
Will you please turn down the radio,ラジオの音量を下げてもらえませんか。
Will you teach me how to play chess,チェスのやり方を教えてくれませんか。
Will you wait for us at the station,駅で私たちを待っててくれませんか。
Will you write with a ballpoint pen,ボールペンで書いていただけませんか？
Without water people couldn live,水がなければ、人間は生きられない。
Won you come and see me next week,来週はうちへいらしゃいませんか。
Won you go to the concert with me,一緒にコンサートに行きませんか。
Words can convey my true feelings,言葉では僕の本当の気持ちは伝えられないよ。
Words once said can be taken back,駟も舌に及ばず。
Would the two of you quit bickering,二人ともくだらない喧嘩はやめろよ。
Would you carry my luggage upstairs,荷物を二階に運んでいただけませんか。
Would you explain it in more detail,もう少し詳しい説明をしていただけませんか。
Would you explain it in more detail,もう少し詳しく説明してもらえませんか？
Would you help me clean the bedroom,寝室の掃除を手伝ってくれますか？
Would you like another piece of pie,パイをもう一ついかがですか。
Would you like another piece of pie,もう一切れパイ食べる？
Would you like to be tested for HIV,HIV検査を希望しますか？
Would you like to have a cup of tea,お茶でもどうですか？
Would you like to have another beer,ビールもう一杯いかがですか？
Would you mind if I open the window,窓を開けてもいいですか？
Would you mind speaking more slowly,もう少しゆっくり話していただけませんか。
Would you please lend me some money,お金をいくらか貸してもらえないでしょうか。
Would you please show me that skirt,スカートを見せていただけませんか。
Would you please sign this document,この書類にサインをお願いします。
Would you speak more slowly please,もう少しゆっくりお願いします。
Write the answer in English please,英語で答えを書いてください。
Write the answer in English please,答は英語で書いてください。
Write with a pen not with a pencil,鉛筆ではなく、ペンで書きなさい。
Write your answer on the whiteboard,ホワイトボードに答えを書きなさい。
Write your name and address please,お名前とご住所をお書きください。
Yesterday test was very difficult,昨日のテストは、とても難しかったです。
Yesterday my dad caught three fish,昨日さぁ、僕の父ちゃん、魚を３匹も捕まえたんだよ。
Yesterday my dad caught three fish,昨日さぁ、父ちゃんね、３匹も魚を釣ったんだよ。
You always try to get what you want,自分勝手な奴だな。
You ate sushi yesterday didn you,昨日お寿司を食べたんだよね？
You believe Tom will win don you,トムが勝つことを信じているよね？
You can eat lunch here in this room,この部屋で昼食をとってもいいですよ。
You can get a better look over here,ここならもっとよく見えるよ。
You can see for miles from the roof,屋上からは、何マイルも見渡せる。
You can sleep late tomorrow morning,明日の朝は、寝坊してもいいよ。
You can sleep late tomorrow morning,明日は、朝寝坊しても大丈夫よ。
You can sleep late tomorrow morning,明日の朝は、ゆっくり寝てていいよ。
You can talk to Tom now if you want,もしよかったら、今トムと話したら？
You can imagine how happy she was,彼女がどんなに幸福であったか想像できまい。
You can make bricks without straw,藁なしで煉瓦はできない。
You can prevent him from drinking,彼に酒を飲ませないようにすることはできない。
You cannot get blood out of a stone,ない袖は振れない。
You do that every Monday don you,月曜日の日課なんだよね？
You don have enough money do you,お金が足りないんでしょ？
You don have to answer right away,すぐに答える必要はありません。
You don have to worry about funds,資金のことを心配する必要はないよ。
You don know how to do it do you,やり方がわからないんでしょう？
You don like love stories do you,恋愛ものは好きじゃないんでしょ？
You don need to answer right away,すぐに答える必要はありません。
You don need to flatter your boss,上司におべっかを使う必要はない。
You don need to speak that loudly,そんなに大声で話す必要はないですよ。
You don need to suffer in silence,黙って悩んでいることはありませんよ。
You have a parttime job don you,おまえ、バイトしてるんだろう？
You have to allow for the boy age,あの子の年齢を考慮しないといけませんよ。
You have to be home by nine o,９時までに帰宅しなさい。
You have to come back in 30 minutes,３０分以内にここに戻ってきて下さい。
You hurt my wife and I kill you,俺の妻を傷つけやがって、殺してやる。
You left the refrigerator door open,あなた、冷蔵庫のドア、開けっ放しになってたわよ。
You like classical music don you,クラシック音楽がお好きなんですね。
You like classical music don you,クラシックが好きなんでしょ？
You look just like your big brother,君はお兄さんにそっくりだよ。
You may come with us if you want to,来たいのなら私達と一緒に来ても良いですよ。
You may have read this book already,この本はもう読んだことあるかもしれないね。
You may join if you are 13 or older,13歳以上であればご入会いただけます。
You must do what seems right to you,自分にとって正しいと思うことをやりなさい。
You must have been working too hard,きっと働きすぎですよ。
You must make the most of your time,時間は最大限に活用すべきだ。
You must not live beyond your means,収入以上の生活をしてはいけない。
You must not smoke in this building,この建物内ではたばこを吸ってはいけません。
You must not smoke in this building,この建物は禁煙です。
You must pay the admission fee here,ここは入場料を払わなきゃいけないんだ。
You must take good care of yourself,ちゃんと体調管理をしなさいよ。
You never say what you really think,君は本当に何を考えているか絶対言わない。
You never told me you had a brother,弟がいるなんて教えてくれたことなかったね。
You never told me you had a brother,弟がいるなんて聞いてないよ。
You ought to be ashamed of yourself,少しは恥を知りなさい。
You ought to have apologized to her,あなたは彼女に謝るべきだった。
You said you wanted to be a teacher,自分が先生になりたいって言ったんでしょう。
You seem to have gained some weight,少し体重が増えたようですね。
You seem to have gained some weight,ちょっと太ったみたいだね。
You seem to have put on some weight,ちょっと太ったみたいだね。
You should acknowledge your failure,自分の失敗を認めろよ。
You should be home with your family,家で家族と一緒にいなさいよ。
You should buy yourself a new knife,自分用に新しいナイフを買ったほうがいいと思うよ。
You should deliver on your promises,約束はきちんと果たすべきだ。
You should have breakfast every day,朝ご飯は毎日食べた方がいいよ。
You should have told me that before,それ、先に言ってくれたらよかったのに。
You should learn from your mistakes,失敗から学ばなければならない。
You should observe the school rules,校則は守らないとね。
You should turn off your cell phone,携帯の電源は切っといた方がいいよ。
You should come a little earlier,もうちょっと早く来るべきだったね。
You should consulted your lawyer,弁護士に相談しておくべきだった。
You should telephoned in advance,前もって電話しとくべきだったね。
You shouldn have given up so soon,すぐにあきらめるのはやめようよ。
